,smart_12_raw,smart_197_raw,smart_187_raw,smart_4_raw,smart_5_raw,smart_189_raw,smart_183_raw,smart_199_raw,smart_198_raw,smart_188_raw,smart_194_raw,smart_190_raw,smart_3_raw,smart_184_raw,smart_192_raw,smart_191_raw
207,76.0,288.0,0.0,76.0,8.0,0.0,0.0,0.0,288.0,0.0,21.0,21.0,0.0,0.0,49.0,0.0
208,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,1.0,0.0
209,4.0,0.0,0.0,4.0,0.0,0.0,0.0,205.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
210,4.0,32.0,14.0,4.0,48.0,0.0,0.0,0.0,32.0,0.0,34.0,34.0,0.0,0.0,2.0,3867.0
211,18.0,160.0,1.0,18.0,0.0,4.0,1.0,0.0,160.0,0.0,19.0,19.0,0.0,0.0,1.0,0.0
212,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0
213,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0
214,6.0,0.0,5.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
215,6.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0
216,14.0,208.0,21.0,15.0,0.0,2.0,0.0,0.0,208.0,0.0,18.0,18.0,0.0,0.0,7.0,0.0
217,6.0,136.0,22.0,6.0,16.0,0.0,1.0,0.0,136.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
218,24.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,5.0,0.0
219,25.0,0.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,14.0,0.0
220,25.0,0.0,0.0,25.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,9.0,0.0
221,2.0,0.0,0.0,2.0,0.0,0.0,0.0,455.0,0.0,262151.0,47.0,47.0,0.0,0.0,5.0,3361.0
222,35.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2862.0,0.0,0.0,1.0
223,1.0,0.0,5.0,1.0,928.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,4842.0
224,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
225,28.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,4.0,0.0
226,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
227,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,6.0,6536.0
228,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
229,3.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,36.0,3122.0
230,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,430.0,0.0,99.0,0.0
231,70.0,0.0,53.0,70.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,36.0,0.0
232,5.0,0.0,0.0,5.0,0.0,0.0,4.0,10.0,0.0,2.0,31.0,31.0,0.0,0.0,5.0,0.0
233,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,265.0,0.0
234,17.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,2.0,0.0
235,53.0,0.0,0.0,52.0,0.0,3.0,0.0,1.0,0.0,81.0,30.0,30.0,0.0,0.0,15.0,0.0
236,3.0,88.0,54.0,3.0,0.0,0.0,2.0,0.0,88.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
237,9.0,8.0,30.0,9.0,104.0,0.0,2.0,0.0,8.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0
238,3.0,8.0,13.0,3.0,40.0,0.0,2.0,0.0,8.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
239,15.0,0.0,0.0,15.0,0.0,9.0,1.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,3.0,0.0
240,1.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,2.0,7403.0
241,19.0,2824.0,7.0,19.0,24.0,2.0,0.0,0.0,2824.0,0.0,26.0,26.0,0.0,0.0,2.0,0.0
242,2.0,8.0,20.0,4.0,16.0,0.0,1.0,0.0,8.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
243,1.0,0.0,30.0,1.0,7728.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,1366.0
244,9.0,0.0,3.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
245,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,4.0,0.0
246,15.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1967.0,0.0,0.0,1.0
247,1.0,16.0,7.0,1.0,0.0,0.0,0.0,0.0,16.0,4295032833.0,31.0,31.0,0.0,0.0,1.0,0.0
248,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,5.0,0.0
249,5.0,8.0,4.0,5.0,104.0,0.0,0.0,0.0,8.0,0.0,49.0,49.0,0.0,0.0,0.0,4324.0
250,3.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,9.0,15506.0
251,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
252,18.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8508.0,0.0,3.0,0.0
253,12.0,8.0,18.0,12.0,0.0,0.0,2.0,0.0,8.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
254,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0
255,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,7.0,39390.0
256,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
257,15.0,40.0,6.0,14.0,896.0,3.0,1.0,0.0,40.0,0.0,23.0,23.0,0.0,0.0,6.0,0.0
258,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
259,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,4.0,0.0
260,3.0,64.0,0.0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0
261,3.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,1.0,8540.0
262,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,464.0,0.0,206.0,0.0
263,16.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,5.0,0.0
264,3.0,32.0,22.0,3.0,776.0,0.0,0.0,0.0,32.0,0.0,35.0,35.0,0.0,0.0,0.0,5777.0
265,12.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,1.0,0.0
266,3.0,8.0,10.0,4.0,4872.0,0.0,0.0,0.0,8.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
267,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
268,28.0,1056.0,0.0,28.0,0.0,5.0,0.0,0.0,1056.0,0.0,24.0,24.0,0.0,0.0,10.0,0.0
269,18.0,0.0,0.0,19.0,0.0,43.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,3.0,0.0
270,8.0,8.0,18.0,8.0,0.0,0.0,2.0,0.0,8.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
271,17.0,2342.0,2.0,17.0,10.0,0.0,1.0,0.0,2342.0,0.0,22.0,22.0,0.0,0.0,10.0,0.0
272,1.0,24.0,7.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,44.0,44.0,0.0,0.0,46.0,12901.0
273,8.0,40.0,9.0,8.0,0.0,0.0,0.0,10.0,40.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
274,1.0,0.0,5.0,1.0,3936.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,5.0,12959.0
275,16.0,120.0,2.0,16.0,0.0,0.0,0.0,0.0,120.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
276,16.0,168.0,0.0,16.0,680.0,3.0,0.0,0.0,168.0,0.0,19.0,19.0,0.0,0.0,1.0,0.0
277,16.0,144.0,0.0,15.0,0.0,30.0,1.0,0.0,144.0,0.0,21.0,21.0,0.0,0.0,4.0,0.0
278,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,1.0,153618.0
279,2.0,0.0,2.0,2.0,832.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,6.0,3020.0
280,6.0,88.0,8.0,6.0,0.0,0.0,0.0,0.0,88.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
281,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,4.0,0.0
282,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,352.0,0.0,16.0,0.0
283,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,443.0,0.0,113.0,0.0
284,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,5.0,4791.0
285,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,4.0,0.0
286,9.0,15664.0,0.0,9.0,576.0,0.0,0.0,0.0,15664.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
287,17.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,6.0,0.0
288,14.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2137.0,0.0,0.0,0.0
289,15.0,16.0,11.0,15.0,0.0,0.0,2.0,0.0,16.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
290,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,6.0,0.0
291,15.0,40.0,2.0,15.0,3616.0,3.0,0.0,0.0,40.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
292,6.0,8.0,6.0,6.0,0.0,0.0,1.0,0.0,8.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
293,42.0,0.0,0.0,42.0,0.0,2.0,621.0,2683.0,0.0,3.0,24.0,24.0,0.0,0.0,13.0,0.0
294,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,3.0,21508.0
295,12.0,24.0,9.0,12.0,0.0,0.0,0.0,0.0,24.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
296,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0
297,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0
298,6.0,24.0,2.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
299,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,9416.0,0.0,2.0,0.0
300,4.0,32.0,16.0,4.0,19128.0,0.0,0.0,0.0,32.0,0.0,51.0,51.0,0.0,0.0,0.0,2856.0
301,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,2.0,0.0
302,13.0,376.0,2.0,13.0,1184.0,0.0,0.0,0.0,376.0,0.0,27.0,27.0,0.0,0.0,5.0,0.0
303,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
304,54.0,0.0,0.0,53.0,0.0,2.0,0.0,0.0,0.0,88.0,32.0,32.0,0.0,0.0,13.0,0.0
305,12.0,32.0,13.0,12.0,0.0,0.0,2.0,0.0,32.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
306,3.0,16.0,0.0,3.0,480.0,0.0,0.0,0.0,16.0,0.0,37.0,37.0,0.0,0.0,2.0,2924.0
307,21.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,5.0,0.0
308,11.0,240.0,27.0,11.0,0.0,12.0,1.0,0.0,240.0,0.0,22.0,22.0,0.0,0.0,1.0,0.0
309,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,1.0,6971.0
310,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,424.0,0.0,8.0,0.0
311,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,9.0,0.0
312,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,4309.0
313,39.0,0.0,0.0,39.0,0.0,6.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,15.0,0.0
314,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,8.0,4951.0
315,26.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,16.0,0.0
316,20.0,0.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,25.0,0.0,0.0,2.0,0.0
317,1.0,568.0,6.0,1.0,40.0,0.0,0.0,0.0,568.0,0.0,28.0,28.0,0.0,0.0,35.0,926.0
318,16.0,272.0,1.0,16.0,0.0,1.0,0.0,0.0,272.0,0.0,26.0,26.0,0.0,0.0,7.0,0.0
319,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,6.0,0.0
320,11.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,9000.0,0.0,0.0,0.0
321,9.0,8.0,5.0,9.0,16.0,0.0,0.0,0.0,8.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
322,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0
323,10.0,32.0,24.0,10.0,0.0,8.0,0.0,0.0,32.0,0.0,26.0,26.0,0.0,0.0,5.0,0.0
324,3.0,8.0,5.0,3.0,1352.0,0.0,0.0,0.0,8.0,0.0,37.0,37.0,0.0,0.0,18.0,4073.0
325,8.0,48.0,5.0,8.0,32.0,0.0,0.0,0.0,48.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
326,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,4.0,0.0
327,5.0,0.0,1.0,5.0,688.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,14.0,9985.0
328,3.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,185.0,0.0
329,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0
330,6.0,104.0,26.0,9.0,5384.0,0.0,1.0,0.0,104.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
331,8.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,6.0,0.0
332,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,0.0
333,2.0,0.0,0.0,2.0,404.0,0.0,0.0,0.0,0.0,8590065666.0,31.0,31.0,0.0,0.0,0.0,0.0
334,2.0,0.0,8.0,2.0,2632.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,14.0,6806.0
335,11.0,264.0,0.0,11.0,0.0,8.0,1.0,0.0,264.0,0.0,19.0,19.0,0.0,0.0,2.0,0.0
336,8.0,8.0,18.0,8.0,0.0,0.0,2.0,0.0,8.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0
337,19.0,0.0,0.0,19.0,149.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,560.0,0.0,23.0,0.0
338,17.0,0.0,0.0,17.0,262.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,557.0,0.0,19.0,0.0
339,29.0,168.0,0.0,29.0,0.0,11.0,0.0,4.0,168.0,2.0,26.0,26.0,0.0,6.0,13.0,0.0
340,14.0,144.0,16.0,14.0,0.0,2.0,0.0,0.0,144.0,2.0,25.0,25.0,0.0,0.0,0.0,0.0
341,6.0,144.0,0.0,6.0,0.0,0.0,0.0,0.0,144.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
342,14.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
343,9.0,1312.0,2.0,9.0,8.0,0.0,0.0,0.0,1312.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0
344,9.0,80.0,1.0,9.0,0.0,19.0,1.0,0.0,80.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0
345,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
346,15.0,104.0,0.0,15.0,904.0,2.0,0.0,0.0,104.0,0.0,24.0,24.0,0.0,0.0,6.0,0.0
347,11.0,208.0,0.0,11.0,0.0,1.0,0.0,0.0,208.0,0.0,24.0,24.0,0.0,0.0,2.0,0.0
348,7.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0
349,4.0,8.0,4.0,4.0,16.0,0.0,0.0,0.0,8.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
350,1.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0
351,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,5.0,0.0
352,16.0,8.0,23.0,16.0,56.0,0.0,0.0,0.0,8.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0
353,2.0,0.0,24.0,2.0,1784.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,9173.0
354,5.0,0.0,4.0,5.0,216.0,0.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0
355,4.0,0.0,4.0,4.0,1328.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,2.0,77678.0
356,14.0,8.0,0.0,15.0,8.0,7.0,0.0,0.0,8.0,4295032833.0,27.0,27.0,0.0,0.0,0.0,18965.0
357,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,33.0,3001.0
358,3.0,0.0,11.0,3.0,16.0,0.0,3.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0
359,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1961.0,0.0,0.0,0.0
360,41.0,272.0,0.0,41.0,1704.0,20.0,0.0,0.0,272.0,0.0,25.0,25.0,0.0,0.0,13.0,0.0
361,13.0,160.0,0.0,13.0,0.0,4.0,0.0,0.0,160.0,0.0,24.0,24.0,0.0,0.0,1.0,0.0
362,9.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1992.0,0.0,0.0,1.0
363,31.0,0.0,12.0,31.0,0.0,20.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,8.0,0.0
364,7.0,0.0,7.0,7.0,2056.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,8.0,6496.0
365,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,2.0,0.0
366,8.0,80.0,16.0,8.0,32.0,0.0,0.0,0.0,80.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0
367,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0
368,20.0,496.0,0.0,20.0,0.0,11.0,1.0,0.0,496.0,0.0,25.0,25.0,0.0,0.0,4.0,0.0
369,7.0,152.0,0.0,7.0,656.0,1.0,0.0,0.0,152.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
370,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1973.0,0.0,0.0,0.0
371,13.0,1648.0,6.0,13.0,16.0,0.0,0.0,0.0,1648.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
372,19.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,7.0,0.0
373,8.0,192.0,0.0,8.0,0.0,3.0,0.0,0.0,192.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
374,6.0,0.0,22.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
375,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0
376,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,65538.0,38.0,38.0,0.0,0.0,21.0,12008.0
377,4.0,8.0,33.0,4.0,0.0,0.0,27.0,0.0,8.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0
378,6.0,8.0,0.0,5.0,0.0,0.0,0.0,12.0,8.0,458768.0,35.0,35.0,0.0,0.0,8.0,3680.0
379,13.0,232.0,0.0,13.0,656.0,9.0,1.0,0.0,232.0,0.0,29.0,29.0,0.0,0.0,1.0,0.0
380,12.0,24.0,68.0,12.0,0.0,0.0,54.0,0.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
381,14.0,168.0,1.0,14.0,0.0,6.0,1.0,0.0,168.0,0.0,20.0,20.0,0.0,0.0,3.0,0.0
382,1.0,0.0,5.0,1.0,952.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,1.0,6433.0
383,10.0,0.0,0.0,10.0,0.0,13.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,1.0,0.0
384,12.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,1.0,0.0
385,14.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,5.0,0.0
386,6.0,0.0,0.0,6.0,1360.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1353.0,0.0,1.0,0.0
387,9.0,0.0,0.0,9.0,896.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,435.0,0.0,3080.0,0.0
388,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,3.0,3923.0
389,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,51.0,0.0
390,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,460.0,0.0,94.0,0.0
391,3.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,29.0,0.0,0.0,0.0,3.0,0.0
392,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,3.0,0.0
393,7.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
394,13.0,24.0,0.0,13.0,0.0,6.0,1.0,0.0,24.0,0.0,26.0,26.0,0.0,0.0,3.0,0.0
395,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,1.0,3753.0
396,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
397,14.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,7.0,0.0
398,12.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0
399,10.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,3.0,0.0
400,16.0,1.0,0.0,16.0,1886.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,567.0,0.0,1737.0,0.0
401,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1840.0,0.0,0.0,1.0
402,5.0,80.0,1.0,5.0,0.0,0.0,0.0,4.0,80.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
403,6.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
404,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0
405,7.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,10770.0
406,7.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,1.0,17.0,17.0,0.0,0.0,0.0,0.0
407,18.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,7.0,0.0
408,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0
409,7.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,424.0,0.0,320.0,0.0
410,16.0,16.0,0.0,16.0,0.0,1.0,1.0,0.0,16.0,0.0,25.0,25.0,0.0,0.0,3.0,0.0
411,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,6195.0
412,10.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0
413,3.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,739.0
414,73.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1818.0,0.0,11.0,550.0
